id,zip,state,county,poverty,price2007,price2013
2025,33069,FL,broward,11.4,237500,112300
2026,3301,NH,merrimack,8.1,217800,187500
2027,91104,CA,los angeles,14.6,694000,649000
2028,6614,CT,fairfield,6.7,319600,228400
2029,98683,WA,clark,9.5,291700,254800
2030,33709,FL,pinellas,11.3,166000,84900
2031,94534,CA,solano,9.6,607000,379800
2032,92570,CA,riverside,11.7,391600,212900
2033,78729,TX,williamson,6.0,162400,207400
2034,88011,NM,dona ana,23.9,217200,200100
2035,45458,OH,montgomery,14.8,211500,186500
2036,30315,GA,fulton,14.2,139200,60500
2037,20007,DC,district of columbia,-1.0,732800,855300
2038,92629,CA,orange,8.9,898800,783300
2039,80209,CO,denver,17.4,405700,495200
2040,12203,NY,albany,11.7,190400,175900
2041,92065,CA,san diego,11.1,535600,382800
2042,98059,WA,king,9.9,395200,358900
2043,93001,CA,ventura,8.7,655300,480000
2044,26101,WV,wood,16.4,68200,63300
2045,29461,SC,berkeley,10.6,127600,128600
2046,94526,CA,contra costa,8.7,983900,940200
2047,45036,OH,warren,5.1,182800,167500
2049,60517,IL,du page,4.8,268900,212200
2050,94941,CA,marin,6.8,1075800,1115600
2051,78731,TX,travis,14.6,393600,474800
2052,72758,AR,benton,11.3,178100,149800
2053,99223,WA,spokane,13.1,218700,199100
2054,15227,PA,allegheny,11.6,90700,99200
2055,48237,MI,oakland,8.6,145600,70400
2056,33803,FL,polk,12.8,177800,103200
2057,53204,WI,milwaukee,18.2,89400,52800
2058,94043,CA,santa clara,8.3,689300,846800
2059,33401,FL,palm beach,10.2,282500,157900
2060,60005,IL,cook,14.6,335700,260200
2061,27205,NC,randolph,16.8,120000,110900
2062,74014,OK,tulsa,14.2,138500,153100
2063,74403,OK,muskogee,16.8,61300,71200
2064,37923,TN,knox,12.8,160100,163900
2065,85257,AZ,maricopa,12.9,290900,220700
2067,87107,NM,bernalillo,14.9,173200,186700
2068,27804,NC,nash,14.6,120800,105600
2069,85614,AZ,pima,14.9,213700,137200
2070,84067,UT,weber,10.5,156500,160100
2071,30014,GA,newton,11.2,139800,84900
2072,37160,TN,bedford,17.7,90600,94600
2073,92584,CA,riverside,11.7,438900,287300
2074,23323,VA,chesapeake city,8.0,242600,213200
2075,60060,IL,lake,6.3,250600,168600
2076,60446,IL,will,5.9,203000,139600
2077,80521,CO,larimer,12.2,193400,218300
2078,34109,FL,collier,9.9,458600,287000
2079,78537,TX,hidalgo,34.0,53200,67500
2080,11364,NY,queens,12.2,655400,656900
2081,6770,CT,new haven,9.5,230500,172900
2082,90230,CA,los angeles,14.6,665900,635200
2083,80027,CO,boulder,12.1,317900,403600
2084,11105,NY,queens,12.2,532600,613700
2085,14086,NY,erie,13.7,151000,163900
2086,91789,CA,los angeles,14.6,700100,655300
2087,97236,OR,multnomah,15.0,218300,180500
2088,33351,FL,broward,11.4,266200,130900
2089,98229,WA,whatcom,15.1,317300,277800
2090,98499,WA,pierce,11.1,230300,178900
2092,85048,AZ,maricopa,12.9,413300,299400
2093,90220,CA,los angeles,14.6,371800,239900
2095,6489,CT,hartford,9.3,288500,260600
2096,38104,TN,shelby,20.1,154700,138600
2099,60525,IL,cook,14.6,355700,297100
2100,20901,MD,montgomery,5.1,456700,394900
2102,81005,CO,pueblo,17.8,132800,115900
2103,61821,IL,champaign,18.2,123900,114200
2104,92571,CA,riverside,11.7,369100,192800
2105,98444,WA,pierce,11.1,210000,146000
2106,78541,TX,hidalgo,34.0,74800,84400
2107,80503,CO,boulder,12.1,317800,338900
2108,33317,FL,broward,11.4,348800,195500
2109,78414,TX,nueces,19.1,159400,156000
2110,72209,AR,pulaski,15.5,66400,62000
2111,19138,PA,philadelphia,23.5,88600,90700
2112,23321,VA,chesapeake city,8.0,262500,222800
2114,29577,SC,horry,14.0,195100,106400
2115,34243,FL,manatee,10.6,326500,189700
2116,85379,AZ,maricopa,12.9,293200,175700
2117,95209,CA,san joaquin,14.2,424000,214800
2118,63385,MO,saint charles,4.6,221300,185600
2119,92807,CA,orange,8.9,709800,570800
2120,43214,OH,franklin,16.2,194100,204700
2121,91913,CA,san diego,11.1,585500,409700
2123,85741,AZ,pima,14.9,217400,146000
2125,62226,IL,saint clair,15.8,117600,94600
2127,99508,AK,anchorage,-1.0,233800,268000
2128,37803,TN,blount,12.0,157400,156200
2130,60046,IL,lake,6.3,237000,169900
2131,20003,DC,district of columbia,-1.0,509400,655300
2132,30068,GA,cobb,9.4,294600,317400
2133,60174,IL,kane,7.8,285100,228500
2135,34608,FL,hernando,8.9,188700,86100
2136,80120,CO,arapahoe,11.1,238700,273500
2137,1810,MA,essex,10.4,539100,521500
2138,91355,CA,los angeles,14.6,590300,432500
2140,84020,UT,salt lake,9.0,367600,398800
2141,98168,WA,king,9.9,278000,216800
2142,98926,WA,kittitas,18.6,180400,179800
2143,40503,KY,fayette,15.9,142500,147800
2144,19151,PA,philadelphia,23.5,103000,103100
2145,33441,FL,broward,11.4,302900,166000
2146,93401,CA,san luis obispo,11.5,675500,578000
2148,19154,PA,philadelphia,23.5,198100,173800
2149,84604,UT,utah,11.4,211400,248600
2150,14626,NY,monroe,13.3,128300,125600
2151,33770,FL,pinellas,11.3,226500,128300
2152,95301,CA,merced,19.3,350200,161200
2153,94070,CA,san mateo,6.0,968700,1197900
2154,95688,CA,solano,9.6,535000,362900
2155,54304,WI,brown,10.3,126800,114400
2157,84403,UT,weber,10.5,155800,166000
2158,93313,CA,kern,18.1,341800,187900
2159,95661,CA,placer,6.0,481300,361100
2160,23453,VA,virginia beach city,6.6,220700,204100
2162,98370,WA,kitsap,8.9,360600,293300
2163,95901,CA,yuba,19.2,269300,139500
2164,40241,KY,jefferson,14.6,199400,224300
2166,44515,OH,mahoning,16.6,92400,80500
2168,97420,OR,coos,14.7,167100,129400
2169,11704,NY,suffolk,5.3,395300,288500
2170,63128,MO,saint louis,23.0,217100,192700
2171,68521,NE,lancaster,10.9,130400,132400
2172,33573,FL,hillsborough,11.6,198600,113700
2173,33903,FL,lee,10.1,222200,104100
2174,33334,FL,broward,11.4,300100,159900
2176,10550,NY,westchester,7.7,366000,247400
2177,30329,GA,dekalb,14.4,266500,259800
2178,62025,IL,madison,11.3,167100,165100
2179,92113,CA,san diego,11.1,379900,249700
2180,85203,AZ,maricopa,12.9,263500,186000
2181,6111,CT,hartford,9.3,242200,201800
2182,75238,TX,dallas,16.9,208200,258700
2183,78154,TX,guadalupe,9.6,157100,168400
2184,20886,MD,montgomery,5.1,323200,229600
2185,80907,CO,el paso,10.0,173100,170400
2186,60543,IL,kendall,3.7,270100,211900
2187,80917,CO,el paso,10.0,184200,170600
2188,91001,CA,los angeles,14.6,692000,628600
2189,92806,CA,orange,8.9,640700,461100
2190,77025,TX,harris,16.3,278000,314800
2191,95370,CA,tuolumne,12.5,310000,200400
2192,19087,PA,chester,5.5,453900,441000
2194,85286,AZ,maricopa,12.9,407400,298000
2195,95407,CA,sonoma,8.9,513600,302300
2197,21225,MD,anne arundel,5.0,147100,140000
2198,20010,DC,district of columbia,-1.0,401600,525500
2199,34119,FL,collier,9.9,496000,281600
2200,91773,CA,los angeles,14.6,600900,456800
2202,94103,CA,san francisco,10.6,669000,754000
2203,91790,CA,los angeles,14.6,511000,393800
2204,48236,MI,wayne,20.8,278600,204800
2205,93705,CA,fresno,20.0,251900,125400
2206,30060,GA,cobb,9.4,139700,86800
2207,37664,TN,sullivan,15.0,108800,121500
2208,34287,FL,sarasota,8.1,198100,92400
2209,28056,NC,gaston,14.8,122300,127800
2210,95120,CA,santa clara,8.3,990800,1053700
2211,45103,OH,clermont,9.0,156800,135900
2213,45459,OH,montgomery,14.8,189400,167400
2214,60169,IL,cook,14.6,249000,182100
2215,23606,VA,newport news city,14.7,292700,212800
2217,93245,CA,kings,17.2,243600,152400
2218,36526,AL,baldwin,10.3,167900,144600
2219,44129,OH,cuyahoga,15.7,116900,88000
2221,91754,CA,los angeles,14.6,569900,523700
2222,19713,DE,new castle,10.1,204300,170200
2223,81301,CO,la plata,11.3,350100,347600
2224,28560,NC,craven,13.9,153700,136600
2225,95945,CA,nevada,8.8,400800,251000
2226,2150,MA,suffolk,19.3,280400,228400
2227,90504,CA,los angeles,14.6,620000,520700
2228,33131,FL,miami-dade,15.3,451000,401300
2229,48603,MI,saginaw,17.0,132600,113100
2230,3060,NH,hillsborough,7.0,233400,177700
2232,2840,RI,newport,8.3,415900,359500
2233,44313,OH,summit,14.0,155600,128800
2234,94561,CA,contra costa,8.7,488800,280200
2235,91711,CA,los angeles,14.6,650800,512800
2237,34208,FL,manatee,10.6,199100,101100
2239,19709,DE,new castle,10.1,342400,283300
2242,32405,FL,bay,12.0,170300,128900
2243,33905,FL,lee,10.1,203300,82800
2244,64114,MO,jackson,15.0,154100,128500
2245,11554,NY,nassau,4.7,475300,377900
2246,61008,IL,boone,9.8,167900,107700
2247,20706,MD,prince georges,8.1,361700,212900
2248,2136,MA,suffolk,19.3,350700,313600
2249,28270,NC,mecklenburg,11.0,259400,276900
2251,97520,OR,jackson,13.4,433300,334200
2252,33460,FL,palm beach,10.2,240300,87200
2253,33823,FL,polk,12.8,159700,95200
2254,44039,OH,lorain,11.2,162200,139100
2255,43560,OH,lucas,16.9,186500,161000
2256,33990,FL,lee,10.1,280300,142200
2257,85323,AZ,maricopa,12.9,268000,143200
2258,34134,FL,lee,10.1,565700,373500
2259,30813,GA,columbia,6.8,141200,135600
2261,93458,CA,santa barbara,12.2,424600,226500
2262,10573,NY,westchester,7.7,589200,497000
2263,21113,MD,anne arundel,5.0,348200,266700
2264,55404,MN,hennepin,10.6,212200,167700
2266,33813,FL,polk,12.8,248200,162000
2267,98201,WA,snohomish,8.0,242200,197000
2268,19135,PA,philadelphia,23.5,120400,91300
2269,22701,VA,culpeper,8.3,292600,193100
2270,49341,MI,kent,13.1,188200,184800
2271,27614,NC,wake,8.5,336000,338700
2272,12303,NY,schenectady,11.1,167500,155300
2273,15217,PA,allegheny,11.6,189100,226700
2274,84401,UT,weber,10.5,135200,148200
2276,33326,FL,broward,11.4,347400,227900
2277,23227,VA,richmond city,22.4,208800,183300
2278,91316,CA,los angeles,14.6,611100,513300
2279,55118,MN,dakota,5.4,244500,190000
2281,55311,MN,hennepin,10.6,327200,296600
2282,91941,CA,san diego,11.1,585000,502200
2284,22630,VA,warren,9.0,248000,183600
2285,14424,NY,ontario,9.5,139500,161100
2286,77356,TX,montgomery,9.8,177800,206500
2287,45429,OH,montgomery,14.8,146200,125400
2288,55343,MN,hennepin,10.6,223300,194700
2289,19426,PA,montgomery,5.3,340500,299600
2290,91780,CA,los angeles,14.6,610100,601300
2291,98030,WA,king,9.9,308000,241700
2293,21811,MD,worcester,9.2,300600,211900
2294,32904,FL,brevard,8.6,267800,156400
2295,74063,OK,tulsa,14.2,88800,104100
2296,96707,HI,honolulu,7.8,553700,496700
2297,95361,CA,stanislaus,13.6,405500,235500
2298,48067,MI,oakland,8.6,189400,175300
2299,79106,TX,potter,25.3,89700,90200
2300,14127,NY,erie,13.7,181800,190100
2301,45005,OH,warren,5.1,128200,114200
2302,81001,CO,pueblo,17.8,96900,73300
2304,97603,OR,klamath,15.9,184800,133800
2305,29406,SC,berkeley,10.6,124000,104200
2306,29710,SC,york,12.1,147600,144100
2307,34990,FL,martin,8.5,433000,265500
2308,85014,AZ,maricopa,12.9,250200,179000
2309,30310,GA,fulton,14.2,186700,50400
2310,30213,GA,fulton,14.2,171100,96700
2311,43220,OH,franklin,16.2,212300,199000
2312,30030,GA,dekalb,14.4,256700,323400
2313,78727,TX,travis,14.6,173900,208100
2314,34606,FL,hernando,8.9,184900,79300
2315,97267,OR,clackamas,9.2,260400,240400
2316,45420,OH,montgomery,14.8,91600,67400
2317,99207,WA,spokane,13.1,103100,94400
2318,66044,KS,douglas,15.4,142200,131200
2319,60656,IL,cook,14.6,346900,245000
2320,74074,OK,payne,21.8,141800,160400
2321,98027,WA,king,9.9,513600,480600
2322,28409,NC,new hanover,13.7,268600,214600
2323,94903,CA,marin,6.8,785900,728900
2324,98604,WA,clark,9.5,309700,260500
2325,22306,VA,fairfax,5.5,458400,401400
2326,92651,CA,orange,8.9,1748800,1583500
2327,8043,NJ,camden,10.6,337500,250500
2328,75051,TX,dallas,16.9,88700,72100
2329,90064,CA,los angeles,14.6,1003100,1095600
2330,60441,IL,will,5.9,203600,165600
2331,92220,CA,riverside,11.7,302700,172000
2332,14534,NY,monroe,13.3,223300,229100
2333,7840,NJ,warren,6.2,345800,245600
2334,92270,CA,riverside,11.7,650900,475400
2335,19119,PA,philadelphia,23.5,209300,203500
2336,77566,TX,brazoria,9.8,127700,141300
2337,90301,CA,los angeles,14.6,448400,275800
2338,11717,NY,suffolk,5.3,361900,232100
2339,8865,NJ,warren,6.2,215200,146400
2340,44106,OH,cuyahoga,15.7,110600,83800
2341,32810,FL,orange,11.6,196700,97800
2342,98087,WA,snohomish,8.0,344600,280100
2343,37206,TN,davidson,15.2,123200,168300
2344,22203,VA,arlington,6.5,500700,493200
2345,95757,CA,sacramento,12.2,506300,352900
2346,95409,CA,sonoma,8.9,626300,473900
2347,95969,CA,butte,17.1,276100,184000
2348,27253,NC,alamance,13.0,125900,121100
2349,60098,IL,mchenry,5.3,225500,147600
2350,95765,CA,placer,6.0,518600,392200
2351,12309,NY,schenectady,11.1,239000,211300
2352,90038,CA,los angeles,14.6,716700,606100
2353,30078,GA,gwinnett,8.4,175900,139300
2354,37876,TN,sevier,12.7,127000,114100
2355,14616,NY,monroe,13.3,89100,89100
2356,8648,NJ,mercer,9.3,313300,223800
2357,8016,NJ,burlington,5.0,254700,192300
2358,21237,MD,baltimore,19.9,246400,179800
2359,33434,FL,palm beach,10.2,210700,90800
2360,73159,OK,oklahoma,15.9,90900,95000
2361,53223,WI,milwaukee,18.2,124400,77300
2362,97214,OR,multnomah,15.0,379400,431300
2363,10704,NY,westchester,7.7,464300,368600
2364,29640,SC,pickens,16.4,98400,102800
2365,93101,CA,santa barbara,12.2,866900,754700
2366,2919,RI,providence,15.4,273600,176700
2367,54016,WI,saint croix,5.3,230000,244100
2368,59105,MT,yellowstone,9.7,173500,204600
2369,2125,MA,suffolk,19.3,293400,298200
2370,32607,FL,alachua,22.8,199500,130500
2371,33950,FL,charlotte,9.2,455600,245500
2374,20877,MD,montgomery,5.1,404600,305300
2375,93955,CA,monterey,12.1,702200,352200
2376,32937,FL,brevard,8.6,324000,210900
2377,60189,IL,du page,4.8,399200,334700
2378,95966,CA,butte,17.1,225800,149100
2379,11801,NY,nassau,4.7,464300,358400
2380,40511,KY,fayette,15.9,131400,124100
2381,11787,NY,suffolk,5.3,532400,417500
2382,31705,GA,dougherty,25.3,69100,54400
2383,89183,NV,clark,10.7,324000,166900
2384,98144,WA,king,9.9,405100,396800
2385,20164,VA,loudoun,3.0,421000,321700
2386,98513,WA,thurston,9.5,242900,194300
2387,49546,MI,kent,13.1,226400,218200
2388,44281,OH,medina,6.7,161000,141600
2389,1089,MA,hampden,16.4,210600,189900
2390,19050,PA,delaware,9.7,139600,114100
2391,33156,FL,miami-dade,15.3,865500,621600
2392,75087,TX,rockwall,5.0,188300,194000
2393,64015,MO,jackson,15.0,169000,135600
2394,80218,CO,denver,17.4,274400,306900
2395,7747,NJ,middlesex,6.6,391700,313100
2396,92131,CA,san diego,11.1,684100,670600
2397,7011,NJ,passaic,13.4,388300,247900
2398,33183,FL,miami-dade,15.3,247500,139500
2399,32309,FL,leon,17.0,259500,202600
2400,33138,FL,miami-dade,15.3,468600,310300
2401,80601,CO,adams,12.8,204700,193200
2402,92637,CA,orange,8.9,356500,267600
2403,85268,AZ,maricopa,12.9,481500,363300
2405,60035,IL,lake,6.3,567600,453400
2406,85213,AZ,maricopa,12.9,339700,246800
2407,2368,MA,norfolk,6.4,325900,244900
2408,95993,CA,sutter,12.2,332400,215000
2411,75013,TX,collin,6.2,268900,313300
2412,44125,OH,cuyahoga,15.7,103800,61700
2413,33173,FL,miami-dade,15.3,356200,233600
2414,11358,NY,queens,12.2,633800,618100
2415,43209,OH,franklin,16.2,178400,176000
2416,32958,FL,indian river,9.7,228500,128600
2417,7410,NJ,bergen,5.9,441700,346600
2418,46516,IN,elkhart,11.1,88800,78100
2419,21703,MD,frederick,5.3,310900,215200
2420,23059,VA,henrico,8.5,371200,337300
2421,90604,CA,los angeles,14.6,534100,400400
2423,22031,VA,fairfax,5.5,507100,460000
2424,8610,NJ,mercer,9.3,228600,144800
2425,54303,WI,brown,10.3,109700,95500
2426,97355,OR,linn,13.8,146700,139800
2427,16509,PA,erie,14.4,130200,137300
2428,87106,NM,bernalillo,14.9,211800,215300
2429,55016,MN,washington,4.7,228200,202500
2430,31404,GA,chatham,16.3,98200,73500
2431,48091,MI,macomb,8.3,114700,53400
2432,27455,NC,guilford,15.5,175600,159100
2433,48101,MI,wayne,20.8,146000,86200
2434,29625,SC,anderson,13.8,115900,101500
2436,98290,WA,snohomish,8.0,375600,328900
2438,38117,TN,shelby,20.1,138400,138400
2439,32570,FL,santa rosa,10.7,140400,105700
2441,32807,FL,orange,11.6,190100,91600
2442,32817,FL,orange,11.6,264000,154100
2443,34689,FL,pinellas,11.3,256200,157600
2444,20165,VA,loudoun,3.0,536600,438900
2445,19038,PA,montgomery,5.3,281800,255300
2447,78723,TX,travis,14.6,144700,205600
2448,80260,CO,adams,12.8,176300,158300
2449,32408,FL,bay,12.0,310700,172200
2450,95070,CA,santa clara,8.3,1674000,1882600
2451,89134,NV,clark,10.7,353600,235600
2452,22601,VA,frederick,6.6,274100,170300
2453,55428,MN,hennepin,10.6,211100,158100
2455,28079,NC,union,7.9,170800,170600
2456,53220,WI,milwaukee,18.2,165900,111500
2458,85339,AZ,maricopa,12.9,306300,169200
2459,45230,OH,hamilton,13.0,143400,136900
2460,6051,CT,hartford,9.3,149600,122100
2461,2474,MA,middlesex,6.9,439400,507800
2462,15010,PA,beaver,9.9,104400,105600
2463,32080,FL,saint johns,6.7,409000,257200
2464,85750,AZ,pima,14.9,454600,342400
2465,60515,IL,du page,4.8,344700,292100
2466,29349,SC,spartanburg,13.7,121700,120000
2468,63139,MO,saint louis city,23.0,145100,115300
2469,90039,CA,los angeles,14.6,684300,681900
2470,64119,MO,jackson,15.0,130800,101500
2471,95340,CA,merced,19.3,371400,175200
2472,13090,NY,onondaga,12.8,133200,138500
2473,80111,CO,arapahoe,11.1,367900,452100
2474,21216,MD,baltimore city,19.9,77700,54500
2476,91326,CA,los angeles,14.6,817300,627200
2478,53705,WI,dane,10.9,249800,260400
2479,49506,MI,kent,13.1,157400,152200
2480,97266,OR,multnomah,15.0,192700,169600
2481,98116,WA,king,9.9,488300,482400
2482,2889,RI,kent,6.6,240900,157300
2483,46268,IN,marion,15.6,130300,128000
2485,60527,IL,du page,4.8,406400,324700
2487,55116,MN,ramsey,13.5,293600,277500
2488,21009,MD,harford,5.6,266200,220900
2489,53140,WI,kenosha,11.8,146900,104900
2490,29609,SC,greenville,12.2,122800,141900
2491,32277,FL,duval,12.4,186800,110600
2492,94588,CA,alameda,11.0,754800,766900
2494,91776,CA,los angeles,14.6,550000,507900
2495,15650,PA,westmoreland,9.5,103300,103700
2496,55443,MN,hennepin,10.6,263000,202000
2497,97471,OR,douglas,14.9,214100,164200
2498,93561,CA,kern,18.1,315200,201600
2499,85050,AZ,maricopa,12.9,396100,284800
2500,28031,NC,mecklenburg,11.0,220000,219900
2501,55421,MN,anoka,6.4,199100,146800
2503,97304,OR,marion,15.2,239100,206500
2504,55426,MN,hennepin,10.6,229100,216200
2505,11566,NY,nassau,4.7,553500,454700
2506,41011,KY,kenton,12.9,116800,111400
2507,20745,MD,prince georges,8.1,270400,164400
2508,6708,CT,new haven,9.5,171600,121400
2509,32550,FL,walton,11.8,543900,303600
2510,45239,OH,hamilton,13.0,110200,86000
2511,60050,IL,mchenry,5.3,209500,131900
2512,49507,MI,kent,13.1,98800,69900
2513,80214,CO,jefferson,8.1,191100,218700
2514,43537,OH,lucas,16.9,167200,139400
2515,91325,CA,los angeles,14.6,711500,503200
2516,97008,OR,washington,8.6,280300,277300
2517,91356,CA,los angeles,14.6,910100,732000
2519,93710,CA,fresno,20.0,334800,191000
2520,30904,GA,richmond,23.9,77800,70200
2521,37205,TN,davidson,15.2,354900,418900
2523,48089,MI,macomb,8.3,89100,43300
2524,48178,MI,oakland,8.6,281200,238300
2525,84003,UT,utah,11.4,215500,267400
2526,49024,MI,kalamazoo,16.2,175500,137800
2527,30265,GA,coweta,10.1,186900,162100
2528,6824,CT,fairfield,6.7,659700,598600
2529,37921,TN,knox,12.8,99000,100000
2530,18015,PA,northampton,7.9,181100,119200
2531,3079,NH,rockingham,4.6,313800,241100
2532,74464,OK,cherokee,31.8,74200,88800
2533,2453,MA,middlesex,6.9,410700,409300
2534,33809,FL,polk,12.8,207200,130100
2535,92869,CA,orange,8.9,732000,599400
2536,2118,MA,suffolk,19.3,496200,608200
2537,22207,VA,arlington,6.5,733300,842900
2538,33026,FL,broward,11.4,291300,170300
2541,55128,MN,washington,4.7,232200,197800
2542,96825,HI,honolulu,7.8,729900,791500
2543,80239,CO,denver,17.4,175300,146200
2544,80910,CO,el paso,10.0,136900,123600
2545,34759,FL,osceola,11.2,213000,101700
2546,86406,AZ,mohave,13.5,279200,180700
2547,33409,FL,palm beach,10.2,208800,91400
2548,49548,MI,kent,13.1,110500,79400
2550,30215,GA,fayette,5.3,236900,195400
2551,33705,FL,pinellas,11.3,175200,103100
2552,34786,FL,orange,11.6,585200,386600
2553,37659,TN,washington,17.3,136900,143400
2555,75254,TX,dallas,16.9,108700,105200
2556,12205,NY,albany,11.7,177100,176400
2557,94510,CA,solano,9.6,623800,489900
2558,18901,PA,bucks,5.2,416200,350300
2560,93637,CA,madera,16.9,319900,156000
2561,33594,FL,hillsborough,11.6,245400,147000
2563,91403,CA,los angeles,14.6,861400,797400
2564,98038,WA,king,9.9,372300,303200
2566,98107,WA,king,9.9,428800,440600
2567,45236,OH,hamilton,13.0,128800,118600
2568,33407,FL,palm beach,10.2,219700,98100
2569,46235,IN,marion,15.6,98100,78400
2570,94134,CA,san francisco,10.6,653400,604100
2571,23601,VA,newport news city,14.7,188400,158800
2572,29440,SC,georgetown,17.7,135000,117800
2573,93036,CA,ventura,8.7,597400,359700
2574,75229,TX,dallas,16.9,231200,273500
2575,21144,MD,anne arundel,5.0,363100,303400
2576,6033,CT,hartford,9.3,344700,294600
2577,60451,IL,will,5.9,289900,230900
2578,63108,MO,saint louis city,23.0,286100,221400
2579,95204,CA,san joaquin,14.2,322100,134400
2580,30214,GA,fayette,5.3,208600,158200
2581,11050,NY,nassau,4.7,791100,757400
2582,45431,OH,greene,9.2,136700,121300
2583,7054,NJ,morris,4.1,512300,403500
2584,93638,CA,madera,16.9,262700,111900
2586,85138,AZ,pinal,12.5,281300,149000
2588,72903,AR,sebastian,16.1,128900,130000
2590,53095,WI,washington,5.2,201200,176600
2591,22309,VA,fairfax,5.5,431900,352600
2592,33870,FL,highlands,17.4,147300,62400
2593,40504,KY,fayette,15.9,114700,114600
2594,92203,CA,riverside,11.7,438000,270300
2595,21133,MD,baltimore,19.9,257400,192800
2596,33907,FL,lee,10.1,202300,95900
2597,98498,WA,pierce,11.1,263000,208800
2598,53213,WI,milwaukee,18.2,151700,109900
2599,89130,NV,clark,10.7,328000,179200
2600,44135,OH,cuyahoga,15.7,90000,65600
2601,61108,IL,winnebago,13.8,109200,78100
2602,77380,TX,montgomery,9.8,140500,177300
2603,98466,WA,pierce,11.1,308100,257700
2604,21213,MD,baltimore city,19.9,69400,46100
2605,33619,FL,hillsborough,11.6,140400,66800
2606,43040,OH,union,5.1,153800,153100
2607,14606,NY,monroe,13.3,89800,93600
2608,30306,GA,fulton,14.2,442400,481800
2609,48045,MI,macomb,8.3,176900,135000
2610,1826,MA,middlesex,6.9,299900,256100
2611,53105,WI,racine,9.2,191000,159000
2612,44708,OH,stark,10.9,116500,92300
2613,74006,OK,washington,11.4,94100,111300
2614,28150,NC,cleveland,19.8,83300,84700
2615,32909,FL,brevard,8.6,205000,98300
2616,2131,MA,suffolk,19.3,365600,356400
2617,91007,CA,los angeles,14.6,822700,981400
2618,48116,MI,livingston,5.5,225400,203200
2619,70815,LA,east baton rouge,18.1,124200,139400
2621,6095,CT,hartford,9.3,236200,188600
2622,30308,GA,fulton,14.2,205900,154300
2624,36605,AL,mobile,20.8,74800,51900
2625,19601,PA,berks,11.1,47400,54100
2626,37086,TN,rutherford,11.8,130000,114000
2627,37415,TN,hamilton,13.5,122700,124300
2628,93420,CA,san luis obispo,11.5,678600,524200
2629,52806,IA,scott,11.4,120900,130200
2630,27560,NC,wake,8.5,200000,230700
2631,2176,MA,middlesex,6.9,413200,424200
2632,92008,CA,san diego,11.1,676500,653100
2633,14620,NY,monroe,13.3,99300,121500
2634,94306,CA,santa clara,8.3,1111200,1706400
2636,6320,CT,new london,6.9,213200,146200
2637,20191,VA,fairfax,5.5,428400,415800
2638,95816,CA,sacramento,12.2,477000,399100
2639,98119,WA,king,9.9,579200,582600
2640,89511,NV,washoe,10.2,664300,444500
2641,97203,OR,multnomah,15.0,211100,223300
2642,33618,FL,hillsborough,11.6,290600,203600
2643,7208,NJ,union,8.0,369600,186600
2644,60624,IL,cook,14.6,175300,97500
2647,48708,MI,bay,11.7,76700,59200
2648,21209,MD,baltimore city,19.9,311600,239700
2649,72205,AR,pulaski,15.5,137600,144100
2650,11580,NY,nassau,4.7,442200,337100
2651,78589,TX,hidalgo,34.0,65600,72200
2652,60181,IL,du page,4.8,263600,178100
2653,95356,CA,stanislaus,13.6,443900,249000
2654,58078,ND,cass,11.5,84000,96200
2655,74066,OK,creek,16.4,69600,98500
2656,32720,FL,volusia,14.1,199400,113700
2657,15210,PA,allegheny,11.6,52100,53100
2658,92110,CA,san diego,11.1,546900,524700
2659,32168,FL,volusia,14.1,248200,153100
2660,56301,MN,stearns,11.7,187300,156400
2661,97306,OR,marion,15.2,224700,200000
2662,34223,FL,charlotte,9.2,323200,174600
2663,97225,OR,washington,8.6,392000,402700
2665,30339,GA,cobb,9.4,326800,279000
2666,8087,NJ,ocean,8.4,283500,174600
2667,32905,FL,brevard,8.6,157600,65800
2668,11710,NY,nassau,4.7,493300,402700
2669,13045,NY,cortland,14.8,87000,109100
2670,23233,VA,henrico,8.5,313400,276900
2671,32505,FL,escambia,15.0,72700,49400
2672,60110,IL,kane,7.8,172600,109600
2673,81504,CO,mesa,12.0,171000,157300
2674,32571,FL,santa rosa,10.7,179700,140600
2675,48080,MI,macomb,8.3,145200,84400
2676,32118,FL,volusia,14.1,297400,142300
2677,81007,CO,pueblo,17.8,169700,160800
2678,48317,MI,macomb,8.3,178800,129600
2679,31093,GA,houston,11.3,80600,62400
2680,29466,SC,charleston,15.2,358600,330200
2681,22101,VA,fairfax,5.5,856800,910000
2682,80033,CO,jefferson,8.1,230100,247100
2683,77506,TX,harris,16.3,75000,73300
2684,55024,MN,dakota,5.4,256000,203500
2685,35205,AL,jefferson,15.1,125300,123200
2686,18360,PA,monroe,9.1,235700,167200
2687,2891,RI,washington,6.3,352300,279900
2688,29154,SC,sumter,18.5,97700,98900
2689,29745,SC,york,12.1,117600,120900
2690,8075,NJ,burlington,5.0,252200,192200
2691,32548,FL,okaloosa,9.4,223000,149800
2692,17110,PA,dauphin,11.0,142400,136700
2693,22315,VA,fairfax,5.5,493300,444600
2694,95148,CA,santa clara,8.3,752200,644500
2695,37323,TN,bradley,15.7,106200,110400
2696,2906,RI,providence,15.4,435200,355600
2697,37917,TN,knox,12.8,77400,75000
2699,60139,IL,du page,4.8,228900,145900
2700,73107,OK,oklahoma,15.9,69100,77500
2701,11937,NY,suffolk,5.3,926700,876300
